X,Y
37.454011884736246,21.57145928433671
95.07143064099162,51.82052056318902
73.1993941811405,35.717799053816336
59.86584841970366,45.42853455823514
15.601864044243651,65.37832369630465
,32.464611457443745
5.8083612168199465,40.519146151781484
86.61761457749351,57.77755692715243
60.11150117432088,31.43990827458112
70.80725777960456,23.84899549143965
2.0584494295802447,
96.99098521619943,28.061064362700222
83.24426408004217,66.48488261712865
21.233911067827616,60.40601897822085
18.182496720710063,51.67018782552117
18.34045098534338,63.57302950938588
30.42422429595377,60.18360384495573
52.475643163223786,29.328502944301793
43.194501864211574,64.62794992449889
29.122914019804192,46.96711209578254
13.949386065204184,60.372007758203125
13.949386065204184,64.80456499617466
29.214464853521815,35.90017374859319
36.63618432936917,25.502596226383837
45.606998421703594,31.396758127097083
78.51759613930136,41.355389431312815
19.967378215835975,60.90073829612466
51.42344384136116,63.036529162817175
59.24145688620425,20.347606526559535
4.645041271999773,45.537365128878285
60.75448519014384,40.87055015743895
17.052412368729154,31.105390523536514
6.505159298527952,25.99326836668414
94.88855372533332,36.8807585701814
96.56320330745594,67.14548519562595
80.83973481164611,36.160146601037766
30.46137691733707,45.939531087168305
9.767211400638388,55.15094794475889
68.42330265121569,38.1814801189647
44.01524937396013,68.58910413604804
12.203823484477883,68.12236474710556
49.51769101112702,32.58911479126821
3.4388521115218396,44.86242529461927
90.9320402078782,35.04391549083849
25.87799816000169,34.24202471887338
66.2522284353982,21.84434736772664
31.171107608941096,50.47821669899484
52.00680211778108,45.13395116144308
54.67102793432797,22.573937562499466
18.485445552552704,33.93232321183057
96.95846277645586,65.41329429833269
77.51328233611146,31.97809453334862
93.9498941564189,27.244743604561155
89.48273504276489,44.472638013878154
59.78999788110851,69.28252270553003
92.18742350231169,32.10276357557502
8.84925020519195,53.606777370293926
19.59828624191452,58.08098076643588
4.522728891053807,31.881877199619986
32.53303307632643,56.41081743059298
38.8677289689482,38.389156635962664
27.134903177389592,51.61529152967897
82.87375091519293,51.67648553804473
35.67533266935893,46.788734203737924
28.093450968738075,24.514488502720415
54.26960831582485,61.7651247794619
14.092422497476264,36.039003248586795
80.21969807540397,29.325925519992712
7.455064367977082,22.038757077738197
98.68869366005173,49.544647159412094
77.22447692966574,53.87821809211412
19.87156815341724,20.82939144639281
0.5522117123602399,45.60465291496405
81.54614284548342,31.324788759896897
70.68573438476172,52.25863952047249
72.90071680409874,28.718321450249572
77.12703466859458,54.546886905123294
7.4044651734090365,39.33676731502687
35.84657285442726,66.83649943683673
11.586905952512971,26.876047207299663
86.31034258755935,37.05331755251292
62.329812682755794,25.673676062029454
33.08980248526492,66.23468091392814
6.355835028602364,63.86696766904905
31.09823217156622,32.89708138575778
32.518332202674706,52.999202301708955
72.96061783380641,60.86111001006079
63.75574713552131,47.760040579973115
88.72127425763266,46.48252891780032
47.22149251619493,32.092614545022585
11.959424593830171,24.65513839029496
71.3244787222995,64.86078789766634
76.07850486168974,65.02090285816652
56.127719756949624,51.65507286366339
77.0967179954561,36.951489552435035
49.379559636439076,37.46047873063304
52.27328293819941,56.297783943511966
42.75410183585496,64.85551299762886
2.541912674409519,64.35432121325587
10.789142699330444,58.99377729288119
